147,2003-02-10,2006-12-07
146,2003-02-07,2003-10-10
145,2003-02-07,2007-04-20
144,2003-02-06,2003-03-15
143,2003-02-06,2003-12-15
142,2003-02-05,2005-01-24
140,2003-01-30,2004-10-13
138,2003-01-27,2003-02-19
137,2003-01-26,2003-02-18
136,2003-01-26,2003-02-18
135,2003-01-26,2003-02-18
134,2003-01-24,2004-10-13
133,2003-01-22,2004-10-13
132,2003-01-21,2003-08-17
129,2003-01-19,2003-10-10
128,2003-01-16,2003-07-21
123,2003-01-04,2007-01-23
122,2003-01-03,2003-03-15
121,2003-01-02,2004-10-13
119,2002-12-31,2004-05-03
116,2002-12-23,2003-03-15
115,2002-12-23,2004-10-13
114,2002-12-20,2005-02-25
113,2002-12-20,2003-03-15
110,2002-12-20,2003-12-15
109,2002-12-20,2004-10-13
108,2002-12-20,2004-05-03
107,2002-12-20,2003-03-15
106,2002-12-20,2003-02-17
105,2002-12-20,2003-02-14
103,2002-12-20,2003-02-18
102,2002-12-20,2003-08-17
101,2002-12-20,2003-02-14
99,2002-12-20,2003-02-18
98,2002-12-20,2007-01-23
95,2002-12-20,2003-12-15
94,2002-12-20,2003-03-15
93,2002-12-20,2003-12-15
92,2002-12-20,2004-10-13
91,2002-12-20,2003-12-15
89,2002-12-20,2003-03-15
88,2002-12-20,2003-03-15
87,2002-12-20,2004-07-21
84,2002-12-20,2004-10-13
83,2002-12-20,2004-01-08
82,2002-12-20,2003-12-15
81,2002-12-20,2005-10-14
77,2002-12-20,2003-12-15
76,2002-12-20,2003-03-15
75,2002-12-20,2003-12-15
72,2002-12-20,2003-12-15
70,2002-12-10,2003-12-15
69,2002-11-29,2002-12-05
67,2002-11-08,2004-10-13
66,2002-11-07,2004-07-28
65,2002-11-01,2003-09-09
64,2002-11-01,2002-12-05
62,2002-10-13,2003-02-18
59,2002-10-01,2002-12-10
58,2002-10-01,2002-10-02
54,2002-09-21,2002-10-02
53,2002-09-18,2002-10-28
52,2002-09-13,2003-03-15
51,2002-09-13,2002-10-31
50,2002-09-13,2004-10-13
49,2002-09-04,2002-09-06
47,2002-08-18,2003-08-17
46,2002-08-13,2004-10-13
45,2002-07-07,2002-12-02
43,2002-06-24,2003-03-15
42,2002-06-08,2002-07-27
41,2002-06-04,2002-06-15
40,2002-05-27,2003-07-03
39,2002-05-13,2002-05-28
37,2002-05-08,2002-05-25
35,2002-03-17,2002-09-06
34,2002-02-28,2003-02-18
33,2002-02-28,2003-12-15
32,2002-02-21,2002-02-22
31,2002-01-26,2002-01-26
29,2002-01-13,2002-01-19
28,2002-01-13,2002-01-19
27,2002-01-13,2002-01-18
26,2002-01-10,2002-05-25
25,2002-01-08,2002-02-04
24,2002-01-03,2002-02-16
23,2001-12-31,2002-02-16
20,2001-11-10,2001-11-14
18,2001-11-01,2001-11-01
15,2001-10-18,2002-01-30
14,2001-10-17,2001-12-05
13,2001-10-12,2002-03-20
12,2001-10-12,2002-09-15
9,2001-10-02,2001-12-31
8,2001-10-02,2002-02-16
7,2001-10-02,2002-02-16
6,2001-10-02,2001-11-15
5,2001-10-02,2004-10-13
4,2001-10-02,2002-09-06
2,2001-09-28,2002-09-06
1,2001-09-20,2001-11-10
